Type,Name,Website,Address
restaurant,One World Market,https://1worldindy.com/," 8466, Castleton Corner Drive, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,McAlister's Deli,https://www.mcalistersdeli.com/," East 116th Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,The Original Pancake House,http://www.originalpancakehouseindy.com/about-us/fishers-restaurant," Fishers Centre Drive, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Five Guys,http://www.fiveguys.com," North Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Happy Dragon,http://happydragonfishers.com," North Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Verde,https://verdeflavorsofmexico.com/," 11680, Commercial Drive, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Little Caesars,Not Provided," East Kelly Street, Garfield Park, Indianapolis, Marion County, Indiana, 46203, United States"
cafe,Calvin Fletcher Coffee,Not Provided," 647, Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Bluebeard,Not Provided," East Norwood Street, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Pizza Hut,http://www.pizzahut.com," Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Steak 'n Shake,Not Provided," East 96th Street, Indianapolis, Marion County, Indiana, 46038, United States"
restaurant,HotBox Pizza,www.gethotboxpizza.com," 1 #170, East Carmel Drive, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Kolache Factory,Not Provided," Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Pancho's Mexican Taqueria,http://www.panchosmexicantaqueria.com/," Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Al Basha,Not Provided," Village Square Lane, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,India Sizzling,Not Provided," Village Square Lane, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Thai Kitchen,http://www.thaikitchenfishers.com/," Village Square Lane, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Domino's,https://pizza.dominos.com/indiana/fishers/46038/11805-allisonville-rd/," Lakeside Drive, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Papa Murphy's,http://in.fishers.papamurphys.com/pizza_fishers_in_in027.html," Lakeside Drive, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Subway,Not Provided," Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Mama Carolla's,Not Provided," East 54th Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Iaria's,Not Provided," 317, South College Avenue, Indianapolis, Marion County, Indiana, 46202, United States"
fast_food,Chipotle,Not Provided," East 86th Street, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Turkey Run Inn,Not Provided," Trail 6, Parke County, Indiana, 47859, United States"
restaurant,Pure,http://pureeatery.com/," 1043, Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Noodles & Company,Not Provided," 517, East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
restaurant,Falafels,Not Provided," South Dunn Street, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Chow Bar,Not Provided," South Indiana Avenue, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Japonee Express,Not Provided," 530, East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Starbucks,Not Provided," 530, East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
fast_food,Five Guys,Not Provided," East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
restaurant,Yats,Not Provided," 885, Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46204, United States"
fast_food,Jimmy John's,Not Provided," South Dunn Street, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Greek Islands,Not Provided," 906, South Meridian Street, Old Southside, Indianapolis, Marion County, Indiana, 46225, United States"
restaurant,Mama's Restaurant,Not Provided," East 10th Street, Bloomington, Monroe County, Indiana, 47408, United States"
pub,Sahm's Tavern,Not Provided," 433, North Capitol Avenue, Fayette Street Conservation Area, Indianapolis, Marion, Indiana, 46204, United States"
fast_food,DQ Grill & Chill;Orange Julius,https://www.dairyqueen.com/us-en/Locator/Detail/3143," 11976, Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Tian Fu Asian Bistro,Not Provided," 3508, West 86th Street, Indianapolis, Marion County, Indiana, 46268, United States"
restaurant,Alibi's Bar and Grill,Not Provided," Shadeland Station, Indianapolis, Marion County, Indiana, 46256, United States"
fast_food,Qdoba,Not Provided," 116, South Indiana Avenue, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,English Ivy,Not Provided," Puryear Street, St. Joseph, Indianapolis, Marion County, Indiana, 46202, United States"
cafe,Starbucks,https://www.starbucks.com/store/1006381/us/86th-and-evergreen-relo/1250-e-86th-street-nora-building-indianapolis-in," 1250, East 86th Street, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Olive Garden,Not Provided," 4015, South Lafountain Street, Kokomo, Howard County, Indiana, 46902, United States"
fast_food,Subway,Not Provided," 2167, Katanna Drive, Indian Heights, Kokomo, Howard County, Indiana, 46902, United States"
fast_food,Papa John's,Not Provided," Cattail Trail, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
restaurant,Chumlies,Not Provided," North 3rd Street, Lafayette Central Business District, Lafayette, Tippecanoe County, Indiana, 47902, United States"
restaurant,La Scala,Not Provided," Main Street, Lafayette Central Business District, Lafayette, Tippecanoe County, Indiana, 47904, United States"
restaurant,Lafayette Brewing Co.,Not Provided," Main Street, Lafayette Central Business District, Lafayette, Tippecanoe County, Indiana, 47904, United States"
cafe,Starbucks,Not Provided," 31, West Ohio Street, Indianapolis, Marion, Indiana, 46204, United States"
pub,Chatham Tap,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
fast_food,Subway,Not Provided," West 38th Street, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Noodles & Company,Not Provided," 927, Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Hot Box Pizza,Not Provided," 14300, Mundy Drive, Noblesville, Hamilton County, Indiana, 46038, United States"
restaurant,Urban Swirl,Not Provided," Sagamore Parkway West, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Not Provided,Not Provided," SR 47, Parke County, Indiana, 47832, United States"
restaurant,Not Provided,Not Provided," Parke County, Indiana, 47933, United States"
restaurant,Cammack Station,Not Provided," North Cammack Street, Cammack, Yorktown, Delaware County, Indiana, 47304, United States"
restaurant,Pizza Hut,Not Provided," US 52, Schildmeier Village, Indianapolis, Hancock County, Indiana, 46163, United States"
fast_food,Panera Bread,Not Provided," 110, West Washington Street, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Sushi Bar,Not Provided," 911, Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,Quiznos,Not Provided," 515, West 30th Street, Connersville, Fayette County, Indiana, 47331, United States"
restaurant,La Margarita Fountain Square,https://lamargaritaindy.wordpress.com/," 1043, Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,El Arado,Not Provided," 1043, Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Tortas Guicho Dominguez y El Cubanito,http://tortasguicho.com/," 641, Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Bosphorus Istanbul Cafe,Not Provided," South East Street, Indianapolis, Marion County, Indiana, 46225, United States"
fast_food,Hardee's,Not Provided," 500, North Eastern Avenue, Connersville, Fayette County, Indiana, 47331, United States"
fast_food,Subway,Not Provided," 9199, Indiana Highway 101, Brookville, Franklin County, Indiana, 47012, United States"
fast_food,Subway,Not Provided," 408, East Main Street, Cambridge City, Wayne County, Indiana, 47327, United States"
fast_food,Dairy Queen,Not Provided," 1700, National Road West, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Subway,Not Provided," National Road West, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,El Rodeo,Not Provided," National Road West, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Mancino's,Not Provided," 217, National Road West, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Sunshine Cafe,Not Provided," National Road West, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,KFC,Not Provided," 1428, National Road West, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,C & W Bar-B-Que,Not Provided," 711, North 10th Street, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Buffalo Wild Wings,Not Provided," 4661, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Applebee's,Not Provided," 4425, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Arby's,Not Provided," 3270, East Main Street, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Bob Evans,Not Provided," 950, Mendelson Drive, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Burger King,Not Provided," 1598, SR 1, Cambridge City, Wayne County, Indiana, 47354, United States"
fast_food,McDonald's,Not Provided," 14243, Frontage Road, Wayne County, Indiana, 47327, United States"
restaurant,Chili's,Not Provided," 4383, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Golden Corral,Not Provided," 3625, East Main Street, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Hardee's,Not Provided," 2698, US 35;SR 38, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,KFC,Not Provided," 4575, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Subway,Not Provided," 18, East Main Street, Hagerstown, Wayne County, Indiana, 47346, United States"
restaurant,Americana Pizza,Not Provided," 215, East Main Street, Centerville, Wayne County, Indiana, 47330, United States"
restaurant,Thai Thara,Not Provided," 1000, Chester Boulevard, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Dairy Queen,Not Provided," 837, Chester Boulevard, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Texas Roadhouse,Not Provided," 3799, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Olive Garden,Not Provided," 3801, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Jade House Chinese Restaurant,Not Provided," 4710, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Fazoli's,Not Provided," 4711, National Road East, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Iron Skillet,Not Provided," National Road, Preble County, Ohio, United States"
fast_food,Lee's Famous Recipe Chicken,Not Provided," 2410, National Road West, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Pizza King,Not Provided," 203, West Main Street, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Olde Richmond Inn,Not Provided," 138, South 5th Street, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Square Donuts,Not Provided," Williamsburg Pike, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Clara's Pizza King,Not Provided," 1224, Northwest 5th Street, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Domino's,Not Provided," 401, National Road West, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Main Street Diner,Not Provided," 1600, East Main Street, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Pizza King,Not Provided," 2916, East Main Street, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Fricker's Restaurant,Not Provided," 3237, Chester Boulevard, Wayne County, Indiana, 47374, United States"
fast_food,Hilltop Drive-In,Not Provided," West Main Street, Mount Auburn, Cambridge City, Wayne County, Indiana, 47327, United States"
fast_food,Lee's Famous Recipe Chicken,Not Provided," 1012, North Grand Avenue, Connersville, Fayette County, Indiana, 47331, United States"
restaurant,Hot Pot Restaurant,Not Provided," 319, West 30th Street, Connersville, Fayette County, Indiana, 47331, United States"
restaurant,Stacks,Not Provided," 407, West 30th Street, Connersville, Fayette County, Indiana, 47331, United States"
restaurant,Pizza King,Not Provided," 2512, Western Avenue, Connersville, Fayette County, Indiana, 47331, United States"
fast_food,Rally's,Not Provided," 220, East McGalliard Road, ""Cheese Box"", Drew, Muncie, Delaware County, Indiana, 47303, United States"
restaurant,kona jacks,Not Provided," 9413, North Meridian Street, College Crest, Spring Hollow, Indianapolis, Marion County, Indiana, 46260, United States"
restaurant,Daddy Jack's Restaurant & Bar,Not Provided," 9419, North Meridian Street, College Crest, Spring Hollow, Indianapolis, Marion County, Indiana, 46260, United States"
restaurant,Parkview Restaurant,Not Provided," 110, East 30th Street, Connersville, Fayette County, Indiana, 47331, United States"
fast_food,Raising Cane's,Not Provided," East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
